Type,Function,Digit,Time(ns)
randomdigit,doubleconv,1,66.700000
randomdigit,doubleconv,2,73.800000
randomdigit,doubleconv,3,78.100000
randomdigit,doubleconv,4,84.400000
randomdigit,doubleconv,5,89.400000
randomdigit,doubleconv,6,95.400000
randomdigit,doubleconv,7,97.400000
randomdigit,doubleconv,8,96.900000
randomdigit,doubleconv,9,100.300000
randomdigit,doubleconv,10,100.300000
randomdigit,doubleconv,11,104.000000
randomdigit,doubleconv,12,104.200000
randomdigit,doubleconv,13,110.100000
randomdigit,doubleconv,14,113.000000
randomdigit,doubleconv,15,113.200000
randomdigit,doubleconv,16,112.400000
randomdigit,doubleconv,17,127.000000
randomdigit,emyg,1,37.500000
randomdigit,emyg,2,44.500000
randomdigit,emyg,3,48.000000
randomdigit,emyg,4,49.700000
randomdigit,emyg,5,53.800000
randomdigit,emyg,6,54.400000
randomdigit,emyg,7,56.100000
randomdigit,emyg,8,57.100000
randomdigit,emyg,9,58.600000
randomdigit,emyg,10,59.300000
randomdigit,emyg,11,60.600000
randomdigit,emyg,12,60.400000
randomdigit,emyg,13,61.600000
randomdigit,emyg,14,62.200000
randomdigit,emyg,15,62.600000
randomdigit,emyg,16,63.400000
randomdigit,emyg,17,67.500000
randomdigit,erthink,1,22.600000
randomdigit,erthink,2,26.700000
randomdigit,erthink,3,27.600000
randomdigit,erthink,4,29.500000
randomdigit,erthink,5,31.900000
randomdigit,erthink,6,34.100000
randomdigit,erthink,7,35.900000
randomdigit,erthink,8,37.000000
randomdigit,erthink,9,38.800000
randomdigit,erthink,10,39.800000
randomdigit,erthink,11,41.300000
randomdigit,erthink,12,42.400000
randomdigit,erthink,13,43.300000
randomdigit,erthink,14,44.500000
randomdigit,erthink,15,45.900000
randomdigit,erthink,16,47.000000
randomdigit,erthink,17,52.500000
randomdigit,floaxie,1,24.600000
randomdigit,floaxie,2,27.600000
randomdigit,floaxie,3,31.600000
randomdigit,floaxie,4,37.700000
randomdigit,floaxie,5,43.800000
randomdigit,floaxie,6,50.600000
randomdigit,floaxie,7,57.400000
randomdigit,floaxie,8,64.200000
randomdigit,floaxie,9,71.100000
randomdigit,floaxie,10,74.400000
randomdigit,floaxie,11,76.800000
randomdigit,floaxie,12,80.500000
randomdigit,floaxie,13,84.300000
randomdigit,floaxie,14,86.500000
randomdigit,floaxie,15,88.700000
randomdigit,floaxie,16,91.000000
randomdigit,floaxie,17,92.200000
randomdigit,fmt,1,79.600000
randomdigit,fmt,2,84.900000
randomdigit,fmt,3,88.300000
randomdigit,fmt,4,90.500000
randomdigit,fmt,5,93.000000
randomdigit,fmt,6,94.100000
randomdigit,fmt,7,97.200000
randomdigit,fmt,8,98.300000
randomdigit,fmt,9,100.400000
randomdigit,fmt,10,101.600000
randomdigit,fmt,11,104.200000
randomdigit,fmt,12,105.600000
randomdigit,fmt,13,107.700000
randomdigit,fmt,14,110.100000
randomdigit,fmt,15,111.900000
randomdigit,fmt,16,114.300000
randomdigit,fmt,17,121.100000
randomdigit,fpconv,1,98.100000
randomdigit,fpconv,2,108.400000
randomdigit,fpconv,3,117.100000
randomdigit,fpconv,4,122.400000
randomdigit,fpconv,5,128.900000
randomdigit,fpconv,6,134.500000
