Type,Function,Digit,Time(ns)
randomdigit,milo,1,52.900000
randomdigit,milo,2,57.700000
randomdigit,milo,3,60.900000
randomdigit,milo,4,64.500000
randomdigit,milo,5,68.200000
randomdigit,milo,6,69.400000
randomdigit,milo,7,71.200000
randomdigit,milo,8,73.900000
randomdigit,milo,9,73.300000
randomdigit,milo,10,74.900000
randomdigit,milo,11,77.700000
randomdigit,milo,12,80.000000
randomdigit,milo,13,82.200000
randomdigit,milo,14,85.200000
randomdigit,milo,15,88.200000
randomdigit,milo,16,91.900000
randomdigit,milo,17,94.600000
randomdigit,null,1,1.200000
randomdigit,null,2,1.200000
randomdigit,null,3,1.200000
randomdigit,null,4,1.200000
randomdigit,null,5,1.200000
randomdigit,null,6,1.200000
randomdigit,null,7,1.200000
randomdigit,null,8,1.200000
randomdigit,null,9,1.200000
randomdigit,null,10,1.300000
randomdigit,null,11,1.500000
randomdigit,null,12,1.300000
randomdigit,null,13,1.200000
randomdigit,null,14,1.300000
randomdigit,null,15,1.300000
randomdigit,null,16,1.300000
randomdigit,null,17,1.300000
randomdigit,ostrstream,1,1129.200000
randomdigit,ostrstream,2,1114.000000
randomdigit,ostrstream,3,1145.400000
randomdigit,ostrstream,4,1160.900000
randomdigit,ostrstream,5,1159.000000
randomdigit,ostrstream,6,1168.700000
randomdigit,ostrstream,7,1176.000000
randomdigit,ostrstream,8,1198.600000
randomdigit,ostrstream,9,1171.300000
randomdigit,ostrstream,10,1162.600000
randomdigit,ostrstream,11,1195.500000
randomdigit,ostrstream,12,1203.600000
randomdigit,ostrstream,13,1205.600000
randomdigit,ostrstream,14,1201.500000
randomdigit,ostrstream,15,1210.200000
randomdigit,ostrstream,16,1209.500000
randomdigit,ostrstream,17,1201.700000
randomdigit,grisu2,1,95.100000
randomdigit,grisu2,2,106.800000
randomdigit,grisu2,3,105.200000
randomdigit,grisu2,4,105.200000
randomdigit,grisu2,5,106.700000
randomdigit,grisu2,6,109.400000
randomdigit,grisu2,7,111.700000
randomdigit,grisu2,8,113.800000
randomdigit,grisu2,9,115.100000
randomdigit,grisu2,10,117.500000
randomdigit,grisu2,11,118.500000
randomdigit,grisu2,12,121.300000
randomdigit,grisu2,13,122.200000
randomdigit,grisu2,14,125.300000
randomdigit,grisu2,15,127.800000
randomdigit,grisu2,16,129.700000
randomdigit,grisu2,17,135.700000
randomdigit,emyg,1,46.600000
randomdigit,emyg,2,52.400000
randomdigit,emyg,3,55.000000
randomdigit,emyg,4,58.800000
randomdigit,emyg,5,62.100000
randomdigit,emyg,6,63.700000
randomdigit,emyg,7,64.900000
randomdigit,emyg,8,66.400000
randomdigit,emyg,9,65.400000
randomdigit,emyg,10,66.100000
randomdigit,emyg,11,67.700000
randomdigit,emyg,12,70.100000
randomdigit,emyg,13,72.100000
randomdigit,emyg,14,74.400000
randomdigit,emyg,15,77.000000
randomdigit,emyg,16,84.500000
randomdigit,emyg,17,82.100000
randomdigit,ostringstream,1,1278.100000
randomdigit,ostringstream,2,1257.000000
randomdigit,ostringstream,3,1286.700000
randomdigit,ostringstream,4,1291.700000
randomdigit,ostringstream,5,1311.100000
randomdigit,ostringstream,6,1327.500000
randomdigit,ostringstream,7,1345.500000
randomdigit,ostringstream,8,1360.500000
randomdigit,ostringstream,9,1329.900000
randomdigit,ostringstream,10,1301.400000
randomdigit,ostringstream,11,1331.000000
randomdigit,ostringstream,12,1391.800000
randomdigit,ostringstream,13,1395.100000
randomdigit,ostringstream,14,1364.200000
randomdigit,ostringstream,15,1377.200000
randomdigit,ostringstream,16,1390.900000
randomdigit,ostringstream,17,1386.200000
randomdigit,doubleconv,1,67.000000
randomdigit,doubleconv,2,76.800000
randomdigit,doubleconv,3,81.100000
randomdigit,doubleconv,4,87.300000
randomdigit,doubleconv,5,91.100000
randomdigit,doubleconv,6,95.900000
randomdigit,doubleconv,7,97.100000
randomdigit,doubleconv,8,101.300000
randomdigit,doubleconv,9,99.700000
randomdigit,doubleconv,10,102.200000
randomdigit,doubleconv,11,100.300000
randomdigit,doubleconv,12,107.100000
randomdigit,doubleconv,13,106.000000
randomdigit,doubleconv,14,114.000000
randomdigit,doubleconv,15,113.000000
randomdigit,doubleconv,16,121.000000
randomdigit,doubleconv,17,123.100000
randomdigit,fpconv,1,99.300000
randomdigit,fpconv,2,111.000000
randomdigit,fpconv,3,120.300000
randomdigit,fpconv,4,126.100000
randomdigit,fpconv,5,132.700000
randomdigit,fpconv,6,137.000000
randomdigit,fpconv,7,140.900000
randomdigit,fpconv,8,143.800000
randomdigit,fpconv,9,141.900000
randomdigit,fpconv,10,143.500000
randomdigit,fpconv,11,144.900000
randomdigit,fpconv,12,145.700000
randomdigit,fpconv,13,148.000000
randomdigit,fpconv,14,149.700000
randomdigit,fpconv,15,150.700000
randomdigit,fpconv,16,153.100000
randomdigit,fpconv,17,159.200000
randomdigit,sprintf,1,921.800000
randomdigit,sprintf,2,920.500000
randomdigit,sprintf,3,948.200000
randomdigit,sprintf,4,967.500000
randomdigit,sprintf,5,965.100000
randomdigit,sprintf,6,975.700000
randomdigit,sprintf,7,984.100000
randomdigit,sprintf,8,995.100000
randomdigit,sprintf,9,971.900000
randomdigit,sprintf,10,975.300000
randomdigit,sprintf,11,988.400000
randomdigit,sprintf,12,1013.800000
randomdigit,sprintf,13,1014.300000
randomdigit,sprintf,14,1009.200000
randomdigit,sprintf,15,1017.300000
randomdigit,sprintf,16,1015.600000
randomdigit,sprintf,17,1015.200000
randomdigit,fmt,1,80.100000
randomdigit,fmt,2,87.100000
randomdigit,fmt,3,91.400000
randomdigit,fmt,4,92.800000
randomdigit,fmt,5,94.500000
randomdigit,fmt,6,96.600000
randomdigit,fmt,7,98.500000
randomdigit,fmt,8,100.100000
randomdigit,fmt,9,99.300000
randomdigit,fmt,10,100.000000
randomdigit,fmt,11,101.400000
randomdigit,fmt,12,115.100000
randomdigit,fmt,13,106.300000
randomdigit,fmt,14,108.500000
randomdigit,fmt,15,110.100000
randomdigit,fmt,16,112.500000
randomdigit,fmt,17,121.800000
